biol_site_id,SAMPLE_ID,SAMPLE_DATE,SAMPLE_TYPE_DESCRIPTION,SAMPLE_METHOD_DESCRIPTION,SAMPLE_REASON,ANALYSIS_ID,DATE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,ANALYSIS_METHOD_DESCRIPTION,BMWP_N_TAXA,BMWP_TOTAL,BMWP_ASPT,CCI_N_TAXA,CCI_CS_TOTAL,CCI_ASPT,CSmax_CoS,BMWP_CoS,CCI_CoS,CCI,DEHLI_N_TAXA,DIS_TOTAL,DEHLI,EPSI_ML_S_GRP,EPSI_ML_ALL_GRP,EPSI_MIXED_LEVEL_SCORE,EPSI_S_GRP,EPSI_ALL_GRP,EPSI_FAMILY_SCORE,LIFE_N_TAXA,LIFE_SCORES_TOTAL,LIFE_FAMILY_INDEX,LIFE_SPECIES_N_TAXA,LIFE_SPECIES_SCORES_TOTAL,LIFE_SPECIES_INDEX,PSI_ML_AB,PSI_ML_ABCD,PSI_MIXED_LEVEL_SCORE,PSI_AB,PSI_ABCD,PSI_FAMILY_SCORE,WHPT_N_TAXA,WHPT_TOTAL,WHPT_ASPT,WHPT_NW_N_TAXA,WHPT_NW_TOTAL,WHPT_NW_ASPT
42777,761998,10/10/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,753047,13/01/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,145,5.8,23,29,1.26,5,5,5,6.3,18,105,5.83,20.14,23.93,84.16,12.78,16.42,77.83,25,192,7.68,28,224,8,44,62,70.97,36,53,67.92,26,157.6,6.06,26,154.8,5.95
42777,769488,25/04/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,760045,06/06/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,180,6.67,28,47,1.68,5,7,7,11.75,22,129,5.86,17.02,22.04,77.22,12.04,15.91,75.68,27,207,7.67,30,239,7.97,36,55,65.45,36,52,69.23,29,190.7,6.58,29,189.8,6.54
42777,785499,09/10/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,783279,18/02/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),33,195,5.91,26,40,1.54,5,7,7,10.77,35,184,5.26,18.91,25.15,75.19,13.77,18.63,73.91,33,239,7.24,32,243,7.59,37,73,50.68,38,65,58.46,35,214.8,6.14,35,213.4,6.1
42777,793922,17/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,792703,04/07/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),28,178,6.36,32,48,1.5,5,7,7,10.5,25,134,5.36,17.26,24.49,70.48,11.52,15.64,73.66,27,198,7.33,36,275,7.64,35,68,51.47,33,55,60,29,184.2,6.35,29,181.7,6.27
42777,803456,23/10/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,795541,25/11/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,29,157,5.41,29,41,1.41,5,7,7,9.9,24,117,4.88,13.01,20.22,64.34,8.01,12.88,62.19,28,197,7.04,35,253,7.23,27,60,45,25,51,49.02,29,155,5.34,29,155.5,5.36
42760,608281,07/05/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,600268,02/06/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,156,6,22,34,1.55,3,7,7,10.82,21,112,5.33,13.77,17.57,78.37,9.75,12.43,78.44,24,173,7.21,26,203,7.81,26,44,59.09,26,42,61.9,28,170.5,6.09,28,168.1,6
42760,614191,22/09/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,604477,05/10/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),19,122,6.42,17,28,1.65,5,5,5,8.24,15,91,6.07,11.64,12.62,92.23,7.02,8.49,82.69,17,133,7.82,18,144,8,23,31,74.19,23,32,71.88,19,114.7,6.04,19,118.4,6.23
42760,624080,18/05/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,614732,01/06/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,147,6.68,17,23,1.35,5,5,5,6.76,18,95,5.28,16.39,18.23,89.91,13.25,14.95,88.63,20,155,7.75,17,143,8.41,26,36,72.22,30,42,71.43,23,150.1,6.53,23,145.7,6.33
42760,632976,23/11/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,624624,08/02/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,169,6.26,27,39,1.44,5,7,7,10.11,24,129,5.38,23.66,26.96,87.76,15.77,18.7,84.33,27,211,7.81,33,264,8,48,68,70.59,39,59,66.1,29,179.6,6.19,29,177.9,6.13
42760,637171,17/05/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,637912,18/12/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,18,115,6.39,14,23,1.64,5,5,5,8.21,14,83,5.93,11.26,12.36,91.1,7.25,8.22,88.2,16,125,7.81,16,129,8.06,20,27,74.07,20,27,74.07,18,111.7,6.21,18,113.7,6.32
42760,643411,10/10/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,632532,19/11/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,18,115,6.39,17,30,1.76,5,5,5,8.82,11,71,6.45,15.4,16.75,91.94,11.27,12,93.92,16,132,8.25,18,149,8.28,29,36,80.56,29,35,82.86,18,120.3,6.68,18,117.5,6.53
42760,653010,20/03/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,667433,27/01/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),19,119,6.26,14,21,1.5,5,5,5,7.5,16,91,5.69,15.52,16.5,94.06,11.24,12.45,90.28,17,138,8.12,17,143,8.41,32,43,74.42,28,38,73.68,20,132.2,6.61,20,128.6,6.43
42760,679113,11/11/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,667434,29/01/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,124,6.2,17,27,1.59,5,5,5,7.94,17,95,5.59,18.4,21.09,87.25,12.75,14.94,85.34,19,153,8.05,21,177,8.43,33,47,70.21,30,43,69.77,21,134.5,6.4,21,132.5,6.31
42760,693108,19/05/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,683767,24/09/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,146,6.64,22,45,2.05,5,5,5,10.23,19,105,5.53,24.03,25.5,94.24,14.25,15.47,92.11,20,164,8.2,27,228,8.44,57,67,85.07,36,46,78.26,24,156,6.5,24,153.6,6.4
42760,704488,27/10/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,698175,24/01/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,130,6.19,12,15,1.25,3,5,5,6.25,18,106,5.89,16.9,18,93.89,13.51,14.48,93.3,19,152,8,23,188,8.17,40,52,76.92,31,40,77.5,22,145.8,6.63,22,143.8,6.54
42760,718729,29/04/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,718196,26/11/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,145,6.59,20,40,2,7,5,7,14,19,109,5.74,22.29,25.23,88.35,14,15.46,90.56,21,170,8.1,26,216,8.31,43,56,76.79,36,45,80,24,155.6,6.48,24,151.8,6.33
42760,725844,24/09/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,724199,12/02/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,128,6.1,19,29,1.53,5,5,5,7.63,18,92,5.11,16.27,18.72,86.91,8.78,11.22,78.25,19,147,7.74,22,174,7.91,32,47,68.09,28,40,70,22,129.8,5.9,22,130.7,5.94
42760,740249,17/05/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,736515,10/12/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,145,6.59,26,54,2.08,5,5,5,10.38,17,105,6.18,23.02,24.98,92.15,12.75,14.2,89.79,20,161,8.05,30,251,8.37,54,63,85.71,34,42,80.95,23,153.1,6.66,23,148.1,6.44
42760,747858,12/10/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,737725,15/01/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),19,126,6.63,22,41,1.86,5,5,5,9.32,21,118,5.62,26.03,27.99,93,15.26,17.21,88.67,19,158,8.32,27,227,8.41,60,71,84.51,37,44,84.09,21,139.7,6.65,21,135.8,6.47
42760,755854,10/05/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,752993,12/01/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,149,6.77,26,47,1.81,5,5,5,9.04,20,114,5.7,26.4,28.24,93.48,16.51,17.96,91.93,20,166,8.3,32,271,8.47,57,68,83.82,39,48,81.25,25,172.2,6.89,25,165.4,6.62
42760,761898,09/10/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,752806,05/01/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,149,6.21,24,46,1.92,5,5,5,9.58,23,128,5.57,22.52,25.83,87.19,14.5,16.69,86.88,23,181,7.87,33,266,8.06,55,74,74.32,37,51,72.55,26,165.6,6.37,26,162,6.23
42760,771767,21/05/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,760199,12/06/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),17,112,6.59,16,32,2,5,5,5,10,13,77,5.92,17.52,18.99,92.26,9.5,10.96,86.68,15,122,8.13,20,170,8.5,33,39,84.62,27,33,81.82,17,109.8,6.46,17,106.3,6.25
42760,784954,02/10/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,781669,16/01/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,147,6.39,16,29,1.81,5,5,5,9.06,20,115,5.75,15.65,17.24,90.78,10.25,12.21,83.95,22,171,7.77,26,206,7.92,32,43,74.42,29,39,74.36,23,149.9,6.52,23,146.7,6.38
42760,794621,30/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,788823,12/06/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,135,6.43,19,32,1.68,5,5,5,8.42,15,86,5.73,20.02,21.12,94.79,11.27,12.48,90.3,19,150,7.89,23,196,8.52,39,46,84.78,29,37,78.38,22,144.8,6.58,22,140.3,6.38
42760,801657,19/09/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,797144,16/01/2020,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,165,6.6,23,40,1.74,5,7,7,12.17,20,121,6.05,27.41,31.21,87.82,16.51,19.93,82.84,23,189,8.22,29,241,8.31,50,69,72.46,39,56,69.64,27,182.1,6.74,27,175.3,6.49
42760,815300,21/09/2020,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,816268,25/11/2020,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,131,6.24,15,21,1.4,5,5,5,7,19,112,5.89,20.03,21.75,92.09,12.52,14.46,86.58,20,161,8.05,23,186,8.09,36,48,75,34,43,79.07,22,146.9,6.68,22,141,6.41
34310,607091,21/04/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,599673,11/05/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,147,5.65,30,47,1.57,5,5,5,7.83,20,100,5,17.63,23.14,76.19,9.5,12.9,73.64,24,174,7.25,34,258,7.59,38,67,56.72,27,48,56.25,27,155.3,5.75,27,155.1,5.74
34310,610205,06/07/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,604136,20/09/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),19,109,5.74,17,23,1.35,3,5,5,6.76,15,81,5.4,9.26,12.06,76.78,7.75,10.66,72.7,19,137,7.21,18,132,7.33,18,34,52.94,22,39,56.41,22,124.3,5.65,22,124.1,5.64
34310,613090,13/09/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,603953,14/09/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),17,103,6.06,18,30,1.67,3,5,5,8.33,15,89,5.93,14.26,17.32,82.33,8.03,9.97,80.54,16,129,8.06,20,162,8.1,28,42,66.67,25,37,67.57,18,107.6,5.98,18,110,6.11
34310,620024,07/03/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,611568,09/03/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,137,5.71,25,37,1.48,5,5,5,7.4,21,112,5.33,17.51,21.78,80.39,10.54,12.97,81.26,23,175,7.61,27,212,7.85,36,58,62.07,33,50,66,27,161.7,5.99,27,157.6,5.84
34310,626361,11/07/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,616325,13/07/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,117,5.85,20,25,1.25,3,5,5,6.25,16,97,6.06,12.38,16.29,76,8.27,10.94,75.59,20,151,7.55,22,169,7.68,26,42,61.9,25,38,65.79,22,129.2,5.87,22,126.8,5.76
34310,631464,24/10/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,624589,27/01/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,149,5.52,23,38,1.65,5,5,5,8.26,23,124,5.39,15.9,18.84,84.39,11.29,13.98,80.76,27,201,7.44,26,198,7.62,29,49,59.18,32,53,60.38,29,166.7,5.75,29,161.4,5.57
34310,635851,12/04/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,626110,12/04/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,149,5.73,27,39,1.44,5,5,5,7.22,22,118,5.36,15.02,20.89,71.9,11.51,14.18,81.17,25,182,7.28,30,220,7.33,29,58,50,31,52,59.62,30,173.4,5.78,30,172.3,5.74
34310,639119,25/07/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,636981,22/01/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),29,171,5.9,36,55,1.53,5,7,7,10.69,25,145,5.8,17.76,23.99,74.03,10.01,13.92,71.91,29,211,7.28,40,302,7.55,40,72,55.56,33,56,58.93,32,187.1,5.85,32,186.4,5.83
34310,641477,12/09/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,634280,13/12/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,131,5.24,33,54,1.64,5,5,5,8.18,21,115,5.48,13.88,20.73,66.96,6.02,9.95,60.5,25,177,7.08,36,264,7.33,33,67,49.25,22,48,45.83,27,137.3,5.09,27,138.5,5.13
34310,652885,20/03/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,647516,19/06/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,142,5.92,13,16,1.23,3,5,5,6.15,18,97,5.39,10.14,11.36,89.26,9.51,11.46,82.98,22,163,7.41,17,135,7.94,21,32,65.63,29,47,61.7,24,143.2,5.97,24,140.5,5.85
34310,663616,01/07/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,670709,01/07/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),29,164,5.66,35,54,1.54,3,7,7,10.8,25,142,5.68,17.64,23.39,75.42,11.76,15.67,75.05,29,215,7.41,38,287,7.55,39,74,52.7,35,61,57.38,32,181.4,5.67,32,182.7,5.71
34310,676421,17/10/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,662162,02/12/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,146,5.62,23,37,1.61,5,5,5,8.04,20,106,5.3,17.28,21.92,78.83,11.31,14.98,75.5,26,195,7.5,28,211,7.54,33,60,55,35,59,59.32,28,159.5,5.7,28,153.8,5.49
34310,688223,20/03/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,679412,11/07/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,144,5.33,25,33,1.32,5,5,5,6.6,27,135,5,16.65,24.36,68.35,10.54,14.93,70.6,26,186,7.15,33,244,7.39,34,68,50,31,60,51.67,33,180.6,5.47,33,179.9,5.45
34310,694714,27/06/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,683147,10/09/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,148,5.48,27,34,1.26,3,5,5,6.3,23,117,5.09,19.14,26.11,73.31,13.03,17.4,74.89,27,202,7.48,35,265,7.57,40,71,56.34,35,59,59.32,30,166.1,5.54,30,163.2,5.44
34310,702215,30/09/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,685574,08/10/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),29,159,5.48,25,38,1.52,5,7,7,10.64,25,132,5.28,19.78,25.28,78.24,12.03,15.46,77.81,29,213,7.34,36,269,7.47,39,74,52.7,37,64,57.81,31,173.5,5.6,31,169.2,5.46
34310,711920,20/03/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,709889,05/06/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),28,171,6.11,30,46,1.53,5,7,7,10.73,25,125,5,17.51,23.74,73.76,13.29,18.16,73.18,26,191,7.35,33,249,7.55,39,76,51.32,36,62,58.06,29,174.4,6.01,29,173,5.97
34310,723843,21/08/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,723161,05/02/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,121,5.76,22,39,1.77,5,5,5,8.86,18,102,5.67,17.5,21.16,82.7,8.53,11.21,76.09,20,155,7.75,28,215,7.68,36,57,63.16,29,42,69.05,22,126.8,5.76,22,125.5,5.7
34310,726888,06/10/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,722197,06/10/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,125,5.68,19,35,1.84,5,5,5,9.21,19,117,6.16,18.64,21.45,86.9,11.28,14.21,79.38,22,169,7.68,28,223,7.96,45,62,72.58,32,48,66.67,25,142.1,5.68,25,143.5,5.74
34310,736888,13/04/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,735264,11/11/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,142,5.92,28,42,1.5,5,5,5,7.5,25,134,5.36,16.14,21.65,74.55,13,16.91,76.88,24,181,7.54,32,239,7.47,39,68,57.35,32,56,57.14,28,163.6,5.84,28,161,5.75
34310,742054,04/07/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,738522,02/02/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,118,5.62,19,30,1.58,5,5,5,7.89,18,94,5.22,17.88,21.18,84.42,11.77,14.2,82.89,20,158,7.9,23,182,7.91,39,54,72.22,31,46,67.39,23,132.5,5.76,23,128.2,5.57
34310,748774,03/11/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,738576,27/01/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),30,183,6.1,29,52,1.79,5,7,7,12.55,30,162,5.4,25.27,30.16,83.79,15.79,19.68,80.23,29,223,7.69,37,291,7.86,59,86,68.6,40,63,63.49,35,214.7,6.13,35,211.6,6.05
34310,753291,27/03/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,744348,22/06/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),28,162,5.79,29,51,1.76,5,7,7,12.31,27,141,5.22,24.77,29.78,83.18,16.28,20.17,80.71,27,204,7.56,37,294,7.95,53,82,64.63,39,62,62.9,31,191.1,6.16,31,184.2,5.94
34310,757856,22/06/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,754773,15/02/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),16,85,5.31,13,29,2.23,5,3,5,11.15,14,71,5.07,13.88,16.21,85.63,6,8.18,73.35,14,108,7.71,18,148,8.22,28,39,71.79,20,31,64.52,16,84.9,5.31,16,84.7,5.29
34310,761695,03/10/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,749236,30/10/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,129,5.86,28,63,2.25,5,5,5,11.25,24,133,5.54,19.52,22.94,85.09,10.26,13.17,77.9,22,165,7.5,32,253,7.91,49,73,67.12,29,47,61.7,26,157.7,6.07,26,155.3,5.97
